By Day,Subregion,Cost,Impressions,Currency
3/8/25,Alabama,8.62,701,USD
3/8/25,Oregon,11.77,899,USD
3/8/25,Wyoming,1.97,105,USD
3/8/25,West Virginia,1.79,141,USD
3/7/25,Florida,193.46,17066,USD
3/7/25,Maine,4.88,499,USD
3/7/25,Illinois,79.98,6746,USD
3/7/25,Tennessee,31.31,2682,USD
3/7/25,Indiana,23.33,2062,USD
3/7/25,Virginia,56.07,4821,USD
3/7/25,Idaho,7.29,701,USD
3/7/25,New York,156.12,14926,USD
3/7/25,Wyoming,1.97,214,USD
3/7/25,New Jersey,80.11,6357,USD
3/7/25,Montana,2.72,362,USD
3/7/25,Maryland,53.07,3775,USD
3/7/25,Mississippi,8.3,781,USD
3/7/25,Washington,55.23,4690,USD
3/7/25,District of Columbia,8.63,976,USD
3/7/25,Wisconsin,18.13,1776,USD
3/7/25,Oregon,19.38,1835,USD
3/7/25,Georgia,76.13,6322,USD
3/7/25,South Dakota,3.75,271,USD
3/7/25,Arizona,46.11,3704,USD
3/7/25,Nebraska,7.1,679,USD
3/7/25,Hawaii,11.16,845,USD
3/7/25,Utah,25.15,2085,USD
3/7/25,Rhode Island,6.06,561,USD
3/7/25,Texas,214.11,16351,USD
3/7/25,North Dakota,2.8,271,USD
3/7/25,South Carolina,25.9,2193,USD
3/7/25,Kentucky,13.65,1304,USD
3/7/25,Nevada,32.28,2399,USD
3/7/25,North Carolina,64.23,4758,USD
3/7/25,Arkansas,7.72,757,USD
3/7/25,Minnesota,30.5,2689,USD
3/7/25,Unknown,402.15,42858,USD
3/7/25,Massachusetts,43.53,4112,USD
3/7/25,Michigan,38.22,3287,USD
3/7/25,Kansas,11.23,1035,USD
3/7/25,Alabama,17.42,1630,USD
3/7/25,Connecticut,22.91,2245,USD
3/7/25,West Virginia,3.39,313,USD
3/7/25,Louisiana,18.51,1535,USD
3/7/25,Missouri,24.18,1982,USD
3/7/25,New Hampshire,6.3,584,USD
3/7/25,Iowa,7.03,789,USD
3/7/25,Pennsylvania,47.93,4274,USD
3/7/25,Vermont,1.94,212,USD
3/7/25,California,343.19,27703,USD
3/7/25,Ohio,45.68,3897,USD
3/7/25,Alaska,3.3,248,USD
3/7/25,New Mexico,10.01,772,USD
3/7/25,Colorado,51.33,4332,USD
3/7/25,Delaware,4.21,415,USD
3/7/25,Oklahoma,10.87,989,USD
3/6/25,District of Columbia,10.13,734,USD
3/6/25,North Carolina,56.91,3590,USD
3/6/25,Nebraska,7.13,480,USD
3/6/25,South Carolina,26.5,1679,USD
3/6/25,New Mexico,10.12,619,USD
3/6/25,South Dakota,5.47,199,USD
3/6/25,Unknown,467.1,27071,USD
3/6/25,Nevada,34.64,2010,USD
3/6/25,New York,164,11000,USD
3/6/25,Georgia,81.82,5182,USD
3/6/25,Missouri,27.3,1535,USD
3/6/25,Wisconsin,20.59,1386,USD
3/6/25,Ohio,48.61,3142,USD
3/6/25,Delaware,6.71,359,USD
3/6/25,Arizona,54.71,3214,USD
3/6/25,Tennessee,31.46,1964,USD
3/6/25,Pennsylvania,62.85,3472,USD
3/6/25,North Dakota,1.97,221,USD
3/6/25,Florida,234.44,13585,USD
3/6/25,Alaska,2.67,189,USD
3/6/25,Arkansas,11.88,699,USD
3/6/25,Minnesota,31.47,2093,USD
3/6/25,Oklahoma,12.66,833,USD
3/6/25,Wyoming,2.09,152,USD
3/6/25,Idaho,8.14,523,USD
3/6/25,Utah,27.48,1722,USD
3/6/25,Massachusetts,48.02,3123,USD
3/6/25,Texas,231.52,13618,USD
3/6/25,Virginia,59.6,3728,USD
3/6/25,Louisiana,20.53,1132,USD
3/6/25,Washington,64.81,3660,USD
3/6/25,Maryland,60.34,3155,USD
3/6/25,Kentucky,16.37,976,USD
3/6/25,Montana,2.42,232,USD
3/6/25,Hawaii,9.46,621,USD
3/6/25,Colorado,52.64,3388,USD
3/6/25,Alabama,18.62,1142,USD
3/6/25,Indiana,28.31,1606,USD
3/6/25,Michigan,54.77,2707,USD
3/6/25,Oregon,24.27,1440,USD
3/6/25,Kansas,12.34,850,USD
3/6/25,Connecticut,23.05,1704,USD
3/6/25,Iowa,7.55,552,USD
3/6/25,New Jersey,77.58,4741,USD
3/6/25,Vermont,2.77,130,USD
3/6/25,California,374.08,22162,USD
3/6/25,Rhode Island,5.94,409,USD
3/6/25,Illinois,84.97,5372,USD
3/6/25,West Virginia,2.43,206,USD
3/6/25,New Hampshire,6.89,457,USD
3/6/25,Maine,4.65,370,USD
3/6/25,Mississippi,8.3,673,USD
3/5/25,Wyoming,2.08,101,USD
3/5/25,Louisiana,22.08,858,USD
3/5/25,North Carolina,59.32,2717,USD
3/5/25,Washington,55.5,2738,USD
3/5/25,Illinois,91.88,4195,USD
3/5/25,Alaska,2.69,117,USD
3/5/25,Kentucky,12.98,657,USD
3/5/25,Alabama,21.05,870,USD
3/5/25,Maine,4.93,261,USD
3/5/25,District of Columbia,6.82,471,USD
3/5/25,Hawaii,9.51,407,USD
3/5/25,Minnesota,33.88,1689,USD
3/5/25,Oklahoma,13.29,616,USD
3/5/25,South Carolina,29.58,1251,USD
3/5/25,Mississippi,9.49,426,USD
3/5/25,Kansas,12.97,619,USD
3/5/25,Connecticut,20.23,1233,USD
3/5/25,Texas,209.87,9611,USD
3/5/25,New York,149.11,7551,USD
3/5/25,New Hampshire,5.94,312,USD
3/5/25,Florida,215.27,9768,USD
3/5/25,Tennessee,29.74,1325,USD
3/5/25,Oregon,17.96,991,USD
3/5/25,Maryland,54.12,2272,USD
3/5/25,Colorado,37.12,2188,USD
3/5/25,West Virginia,3.52,200,USD
3/5/25,Arkansas,9.09,425,USD
3/5/25,California,327.52,15153,USD
3/5/25,North Dakota,3.38,159,USD
3/5/25,New Mexico,12.98,493,USD
3/5/25,Unknown,568.68,24468,USD
3/5/25,Massachusetts,36.15,2257,USD
3/5/25,Michigan,48.23,2078,USD
3/5/25,Virginia,56.56,2816,USD
3/5/25,Iowa,7.08,496,USD
3/5/25,Rhode Island,5.33,290,USD
3/5/25,Wisconsin,19.59,1023,USD
3/5/25,Delaware,6.14,285,USD
3/5/25,Indiana,24.67,1117,USD
3/5/25,Missouri,24.04,1169,USD
3/5/25,Utah,20.44,1110,USD
3/5/25,Ohio,48.27,2295,USD
3/5/25,Montana,2.54,166,USD
3/5/25,Vermont,1.36,103,USD
3/5/25,South Dakota,4.62,156,USD
3/5/25,Georgia,77.65,3718,USD
3/5/25,Nevada,28.69,1394,USD
3/5/25,Nebraska,8.05,334,USD
3/5/25,Idaho,9.85,408,USD
3/5/25,Arizona,42.64,2153,USD
3/5/25,New Jersey,69.08,3546,USD
3/5/25,Pennsylvania,51.2,2517,USD
3/4/25,California,321.4,18203,USD
3/4/25,Georgia,92.9,5009,USD
3/4/25,Missouri,25.31,1441,USD
3/4/25,Ohio,49.74,2878,USD
3/4/25,Virginia,72.47,3734,USD
3/4/25,Massachusetts,45.79,2916,USD
3/4/25,Kentucky,14.57,987,USD
3/4/25,Pennsylvania,59.49,3301,USD
3/4/25,Washington,55.43,3276,USD
3/4/25,Louisiana,20.7,1148,USD
3/4/25,Oregon,19.04,1249,USD
3/4/25,District of Columbia,9.06,646,USD
3/4/25,Maryland,57.17,3136,USD
3/4/25,Wyoming,2.28,140,USD
3/4/25,Florida,239.77,13144,USD
3/4/25,Tennessee,32.74,1801,USD
3/4/25,Nebraska,7.11,473,USD
3/4/25,Vermont,1.43,119,USD
3/4/25,Mississippi,11.1,591,USD
3/4/25,New Mexico,11.88,552,USD
3/4/25,Indiana,26.13,1643,USD
3/4/25,Nevada,30.35,1723,USD
3/4/25,Connecticut,27.22,1658,USD
3/4/25,Texas,238.02,13062,USD
3/4/25,Unknown,508.52,31952,USD
3/4/25,Arkansas,10.85,613,USD
3/4/25,Idaho,8.81,431,USD
3/4/25,Kansas,9.82,713,USD
3/4/25,Alabama,27.4,1122,USD
3/4/25,Wisconsin,20.25,1266,USD
3/4/25,South Carolina,29.14,1473,USD
3/4/25,Iowa,8.91,550,USD
3/4/25,Rhode Island,5.3,371,USD
3/4/25,Hawaii,10.27,515,USD
3/4/25,New Jersey,85.94,4848,USD
3/4/25,Delaware,8.52,310,USD
3/4/25,Utah,23.68,1367,USD
3/4/25,New Hampshire,7.45,442,USD
3/4/25,Oklahoma,15.38,786,USD
3/4/25,Minnesota,32.06,2012,USD
3/4/25,Colorado,42.66,2808,USD
3/4/25,Michigan,48.74,2442,USD
3/4/25,New York,189.77,10820,USD
3/4/25,Arizona,49.64,2511,USD
3/4/25,South Dakota,3.37,207,USD
3/4/25,Montana,2.9,205,USD
3/4/25,North Dakota,1.7,171,USD
3/4/25,West Virginia,3.58,203,USD
3/4/25,North Carolina,59.72,3236,USD
3/4/25,Maine,5.28,301,USD
3/4/25,Alaska,2.16,137,USD
3/4/25,Illinois,89.54,5374,USD
3/3/25,California,309.59,17756,USD
3/3/25,Unknown,402.86,33821,USD
3/3/25,South Carolina,23.74,1535,USD
3/3/25,Pennsylvania,53.07,3559,USD
3/3/25,New Jersey,84.07,5818,USD
3/3/25,Mississippi,7.03,508,USD
3/3/25,Louisiana,16.31,1102,USD
3/3/25,South Dakota,4.28,196,USD
3/3/25,Kansas,13.32,810,USD
3/3/25,Oregon,20.66,1307,USD
3/3/25,West Virginia,1.82,196,USD
3/3/25,North Carolina,55.56,3351,USD
3/3/25,Vermont,1.98,127,USD
3/3/25,Arkansas,6.94,557,USD
3/3/25,Indiana,27.66,1508,USD
3/3/25,Georgia,82,5151,USD
3/3/25,New Mexico,12.27,535,USD
3/3/25,New York,179.04,12127,USD
3/3/25,Massachusetts,45.73,3339,USD
3/3/25,Utah,22.8,1450,USD
3/3/25,Texas,222.44,13685,USD
3/3/25,Montana,2.19,195,USD
3/3/25,Delaware,7.66,368,USD
3/3/25,Alabama,17.84,1060,USD
3/3/25,Connecticut,27.25,1953,USD
3/3/25,Illinois,88.48,5633,USD
3/3/25,Kentucky,10.64,995,USD
3/3/25,New Hampshire,9.1,551,USD
3/3/25,Virginia,66.94,4416,USD
3/3/25,Ohio,42.09,3181,USD
3/3/25,North Dakota,1.59,154,USD
3/3/25,District of Columbia,7.69,626,USD
3/3/25,Maryland,63.31,3717,USD
3/3/25,Idaho,5.96,461,USD
3/3/25,Colorado,43.3,3065,USD
3/3/25,Washington,60.01,3604,USD
3/3/25,Iowa,7.88,584,USD
3/3/25,Tennessee,22.7,1713,USD
3/3/25,Florida,192.37,12862,USD
3/3/25,Maine,3.96,324,USD
3/3/25,Alaska,2.99,196,USD
3/3/25,Missouri,21.02,1435,USD
3/3/25,Nevada,25.39,1516,USD
3/3/25,Michigan,44.25,2651,USD
3/3/25,Arizona,40.43,2557,USD
3/3/25,Wyoming,2.08,133,USD
3/3/25,Hawaii,10.73,495,USD
3/3/25,Rhode Island,4.25,427,USD
3/3/25,Wisconsin,18.73,1414,USD
3/3/25,Minnesota,30.58,2135,USD
3/3/25,Nebraska,6.28,427,USD
3/3/25,Oklahoma,12.1,780,USD
3/2/25,Hawaii,9.95,375,USD
3/2/25,Maine,4.01,180,USD
3/2/25,Colorado,38.42,1715,USD
3/2/25,South Dakota,2.58,96,USD
3/2/25,Illinois,78.02,3355,USD
3/2/25,California,298.78,10659,USD
3/2/25,Texas,201.61,7653,USD
3/2/25,New Mexico,8.89,282,USD
3/2/25,Tennessee,26.82,951,USD
3/2/25,Utah,20.91,828,USD
3/2/25,Michigan,38.46,1609,USD
3/2/25,Pennsylvania,50.92,2054,USD
3/2/25,Oregon,21.11,749,USD
3/2/25,Unknown,355.7,15841,USD
3/2/25,New York,163.31,6654,USD
3/2/25,Georgia,77.25,2876,USD
3/2/25,Arkansas,6.88,297,USD
3/2/25,Rhode Island,6.59,216,USD
3/2/25,Indiana,26.9,903,USD
3/2/25,Virginia,67.19,2476,USD
3/2/25,Massachusetts,47.64,2007,USD
3/2/25,Louisiana,13.37,556,USD
3/2/25,West Virginia,2.21,87,USD
3/2/25,Nebraska,6.52,255,USD
3/2/25,Florida,188.57,6751,USD
3/2/25,Connecticut,23.17,1146,USD
3/2/25,Alabama,20.62,595,USD
3/2/25,North Carolina,52.13,1910,USD
3/2/25,Ohio,38.79,1657,USD
3/2/25,Vermont,1.66,91,USD
3/2/25,Montana,2.01,99,USD
3/2/25,Delaware,9.28,222,USD
3/2/25,Alaska,3.61,114,USD
3/2/25,Kentucky,10.92,517,USD
3/2/25,Kansas,10.67,412,USD
3/2/25,South Carolina,27.52,879,USD
3/2/25,Maryland,67.62,2324,USD
3/2/25,Wyoming,1.03,51,USD
3/2/25,Arizona,35.36,1437,USD
3/2/25,Mississippi,6.09,244,USD
3/2/25,Washington,55.93,2075,USD
3/2/25,Missouri,20.56,787,USD
3/2/25,North Dakota,2.88,107,USD
3/2/25,Oklahoma,10.1,413,USD
3/2/25,Minnesota,26.16,1204,USD
3/2/25,District of Columbia,5.91,296,USD
3/2/25,New Hampshire,9.37,298,USD
3/2/25,Nevada,20.62,896,USD
3/2/25,Iowa,5.79,317,USD
3/2/25,Idaho,4.88,248,USD
3/2/25,New Jersey,89.21,3526,USD
3/2/25,Wisconsin,15.97,781,USD
3/1/25,North Dakota,1.91,133,USD
3/1/25,Utah,23.97,967,USD
3/1/25,New York,182.32,7251,USD
3/1/25,Kentucky,13.01,602,USD
3/1/25,Illinois,85.79,3605,USD
3/1/25,West Virginia,4.83,127,USD
3/1/25,Louisiana,18.5,650,USD
3/1/25,South Dakota,2.18,98,USD
3/1/25,Mississippi,8.87,308,USD
3/1/25,Missouri,21.12,848,USD
3/1/25,Pennsylvania,59.72,2171,USD
3/1/25,Arkansas,7.23,357,USD
3/1/25,District of Columbia,8.04,357,USD
3/1/25,Michigan,54.31,1937,USD
3/1/25,Oregon,25.51,838,USD
3/1/25,South Carolina,33.06,1006,USD
3/1/25,Nevada,24.73,973,USD
3/1/25,Ohio,53.72,1991,USD
3/1/25,Montana,2.81,133,USD
3/1/25,Hawaii,14.24,371,USD
3/1/25,New Hampshire,8.71,368,USD
3/1/25,Alabama,21.04,639,USD
3/1/25,Georgia,82.39,3169,USD
3/1/25,North Carolina,55.02,2152,USD
3/1/25,Unknown,396.44,17675,USD
3/1/25,California,324.93,12730,USD
3/1/25,Texas,217.86,8514,USD
3/1/25,New Jersey,105.88,3768,USD
3/1/25,Florida,208.59,7650,USD
3/1/25,Nebraska,11.79,319,USD
3/1/25,Virginia,65.94,2614,USD
3/1/25,Washington,55.68,2455,USD
3/1/25,Idaho,5.81,326,USD
3/1/25,Tennessee,28.14,1135,USD
3/1/25,Minnesota,33.46,1405,USD
3/1/25,Maine,6.35,226,USD
3/1/25,Colorado,41.3,1987,USD
3/1/25,Rhode Island,4.18,240,USD
3/1/25,Wyoming,1.75,75,USD
3/1/25,Massachusetts,49.28,2222,USD
3/1/25,Maryland,80.85,2489,USD
3/1/25,Vermont,1.36,87,USD
3/1/25,New Mexico,8.17,327,USD
3/1/25,Delaware,7.92,251,USD
3/1/25,Iowa,6.41,356,USD
3/1/25,Arizona,47.65,1754,USD
3/1/25,Indiana,30.24,988,USD
3/1/25,Wisconsin,19.22,858,USD
3/1/25,Connecticut,30.33,1238,USD
3/1/25,Oklahoma,13.86,511,USD
3/1/25,Alaska,3.24,111,USD
3/1/25,Kansas,9.95,492,USD
2/28/25,New Jersey,84.08,4628,USD
2/28/25,North Carolina,43.81,2607,USD
2/28/25,Wisconsin,20.57,1132,USD
2/28/25,Alaska,1.61,133,USD
2/28/25,Connecticut,27.68,1552,USD
2/28/25,Missouri,22.51,1079,USD
2/28/25,Kansas,9.25,635,USD
2/28/25,Montana,2.33,161,USD
2/28/25,Maryland,60.23,2891,USD
2/28/25,Colorado,39.56,2588,USD
2/28/25,Virginia,62.22,3475,USD
2/28/25,Arkansas,8.43,459,USD
2/28/25,Pennsylvania,47.07,2922,USD
2/28/25,Washington,53.56,2939,USD
2/28/25,Indiana,19.43,1112,USD
2/28/25,Nevada,19.38,1025,USD
2/28/25,Ohio,43.19,2388,USD
2/28/25,Illinois,83.14,4579,USD
2/28/25,Rhode Island,5.13,330,USD
2/28/25,California,290.37,14810,USD
2/28/25,Oklahoma,11.95,569,USD
2/28/25,New Mexico,6.47,342,USD
2/28/25,Utah,19.52,1205,USD
2/28/25,New Hampshire,6.38,447,USD
2/28/25,Unknown,326.26,19770,USD
2/28/25,New York,151.6,9230,USD
2/28/25,Hawaii,9.36,559,USD
2/28/25,Florida,181.65,9038,USD
2/28/25,Kentucky,11.22,750,USD
2/28/25,Tennessee,23.95,1273,USD
2/28/25,District of Columbia,8.89,500,USD
2/28/25,Georgia,82.15,4003,USD
2/28/25,North Dakota,1.63,138,USD
2/28/25,Massachusetts,50.18,2734,USD
2/28/25,Oregon,20.57,986,USD
2/28/25,Vermont,1.7,124,USD
2/28/25,Idaho,5.97,347,USD
2/28/25,Arizona,41.69,1934,USD
2/28/25,Delaware,9.2,262,USD
2/28/25,Nebraska,5.1,367,USD
2/28/25,Texas,195.85,10614,USD
2/28/25,South Dakota,1.69,129,USD
2/28/25,Iowa,5.19,423,USD
2/28/25,Alabama,16.73,799,USD
2/28/25,Louisiana,14.99,897,USD
2/28/25,Michigan,35.32,2142,USD
2/28/25,West Virginia,2.3,128,USD
2/28/25,Minnesota,28.37,1832,USD
2/28/25,Wyoming,2.81,117,USD
2/28/25,Maine,5.21,275,USD
2/28/25,South Carolina,18.58,1170,USD
2/28/25,Mississippi,6.88,339,USD
2/28/25,Chihuahua,0,0,USD
2/27/25,Ohio,56.18,3352,USD
2/27/25,Virginia,72.22,4177,USD
2/27/25,North Carolina,72.33,3554,USD
2/27/25,Tennessee,27.19,1741,USD
2/27/25,Unknown,413.16,25225,USD
2/27/25,New York,166.38,11104,USD
2/27/25,New Jersey,95.78,5542,USD
2/27/25,New Mexico,10.25,518,USD
2/27/25,California,313.26,16968,USD
2/27/25,Louisiana,18.32,1241,USD
2/27/25,Hawaii,11.62,657,USD
2/27/25,Indiana,33.34,1638,USD
2/27/25,Georgia,87.76,4962,USD
2/27/25,Illinois,94.43,5418,USD
2/27/25,New Hampshire,9.98,552,USD
2/27/25,Missouri,25.03,1393,USD
2/27/25,Pennsylvania,65.75,3911,USD
2/27/25,Arkansas,9.5,652,USD
2/27/25,Oklahoma,14.37,826,USD
2/27/25,North Dakota,2.09,198,USD
2/27/25,Connecticut,33.33,1815,USD
2/27/25,Florida,212.54,11220,USD
2/27/25,Wisconsin,23.41,1552,USD
2/27/25,Idaho,7.65,523,USD
2/27/25,Minnesota,34.45,2339,USD
2/27/25,South Carolina,31.74,1572,USD
2/27/25,Rhode Island,5.4,426,USD
2/27/25,Nevada,25.81,1444,USD
2/27/25,South Dakota,2,168,USD
2/27/25,Arizona,53.55,2712,USD
2/27/25,Texas,251.4,13115,USD
2/27/25,Kentucky,15.26,1078,USD
2/27/25,Mississippi,8.66,480,USD
2/27/25,Maryland,74.03,3447,USD
2/27/25,Colorado,43.81,3019,USD
2/27/25,Michigan,45.4,2962,USD
2/27/25,Nebraska,7.19,470,USD
2/27/25,Maine,7.16,423,USD
2/27/25,District of Columbia,12.64,617,USD
2/27/25,Kansas,11.85,833,USD
2/27/25,Alaska,3.12,210,USD
2/27/25,Delaware,10.03,359,USD
2/27/25,Massachusetts,60.53,3306,USD
2/27/25,Utah,26.89,1596,USD
2/27/25,Washington,59.81,3523,USD
2/27/25,Vermont,2.86,116,USD
2/27/25,Iowa,8.86,662,USD
2/27/25,Alabama,18.01,1138,USD
2/27/25,Montana,3.35,207,USD
2/27/25,Wyoming,4.25,151,USD
2/27/25,West Virginia,3.64,261,USD
2/27/25,Oregon,23.67,1416,USD
2/26/25,Massachusetts,53.64,3304,USD
2/26/25,New Jersey,96.17,5406,USD
2/26/25,Arizona,48.4,2814,USD
2/26/25,South Carolina,31.04,1600,USD
2/26/25,Kentucky,15.66,1062,USD
2/26/25,Utah,25,1518,USD
2/26/25,North Carolina,63.27,3425,USD
2/26/25,Texas,243.7,13315,USD
2/26/25,North Dakota,2.61,194,USD
2/26/25,California,358.12,16982,USD
2/26/25,Idaho,6.25,490,USD
2/26/25,Oklahoma,14.52,863,USD
2/26/25,Minnesota,35.02,2206,USD
2/26/25,Ohio,52.69,3174,USD
2/26/25,South Dakota,2.57,208,USD
2/26/25,Kansas,15.93,817,USD
2/26/25,Colorado,54.98,3069,USD
2/26/25,Oregon,27.8,1400,USD
2/26/25,Nebraska,8.13,437,USD
2/26/25,New York,185.92,11152,USD
2/26/25,Mississippi,8.65,549,USD
2/26/25,Michigan,50.96,2727,USD
2/26/25,Wyoming,1.97,151,USD
2/26/25,Illinois,96.05,5570,USD
2/26/25,Nevada,32.74,1543,USD
2/26/25,Hawaii,14.08,622,USD
2/26/25,Arkansas,10.91,628,USD
2/26/25,Connecticut,29.81,1837,USD
2/26/25,Pennsylvania,59.09,3573,USD
2/26/25,Unknown,359.66,22658,USD
2/26/25,New Mexico,8.72,492,USD
2/26/25,Maine,7.17,362,USD
2/26/25,Montana,4.73,223,USD
2/26/25,New Hampshire,12.4,565,USD
2/26/25,Indiana,30.01,1675,USD
2/26/25,Rhode Island,9.06,440,USD
2/26/25,Alabama,19.46,1056,USD
2/26/25,Maryland,70.27,3212,USD
2/26/25,Washington,69.47,3434,USD
2/26/25,Georgia,100.03,5190,USD
2/26/25,Florida,232.68,12688,USD
2/26/25,Iowa,8.63,623,USD
2/26/25,West Virginia,4.84,262,USD
2/26/25,District of Columbia,8.93,634,USD
2/26/25,Louisiana,23.39,1237,USD
2/26/25,Delaware,7.69,348,USD
2/26/25,Alaska,3.26,179,USD
2/26/25,Wisconsin,25.4,1483,USD
2/26/25,Virginia,71.23,3888,USD
2/26/25,Missouri,24.35,1359,USD
2/26/25,Tennessee,31.27,1798,USD
2/26/25,Vermont,1.37,112,USD
2/25/25,Connecticut,39.42,2441,USD
2/25/25,Georgia,97.31,6860,USD
2/25/25,Minnesota,41.45,3509,USD
2/25/25,Oklahoma,18.72,1287,USD
2/25/25,Rhode Island,7.41,644,USD
2/25/25,Florida,240.1,16290,USD
2/25/25,Maine,7.24,549,USD
2/25/25,Mississippi,9.71,830,USD
2/25/25,Massachusetts,59.83,4711,USD
2/25/25,Nebraska,10.98,800,USD
2/25/25,Texas,265.51,18521,USD
2/25/25,Idaho,9.52,881,USD
2/25/25,Louisiana,21.83,1642,USD
2/25/25,Oregon,27.28,1978,USD
2/25/25,South Dakota,3.3,345,USD
2/25/25,Washington,67.76,4831,USD
2/25/25,West Virginia,3.69,385,USD
2/25/25,Kentucky,17.21,1533,USD
2/25/25,District of Columbia,12.8,1029,USD
2/25/25,California,335.12,20775,USD
2/25/25,Colorado,62.49,4942,USD
2/25/25,New Jersey,101.18,7257,USD
2/25/25,South Carolina,31.4,2388,USD
2/25/25,Arizona,50.58,4202,USD
2/25/25,Tennessee,35.55,2799,USD
2/25/25,Kansas,17.5,1376,USD
2/25/25,New Mexico,11.05,778,USD
2/25/25,Pennsylvania,71.16,5656,USD
2/25/25,Ohio,66.42,4939,USD
2/25/25,New Hampshire,10.63,873,USD
2/25/25,Indiana,34.02,2627,USD
2/25/25,Michigan,59.44,4146,USD
2/25/25,Nevada,29.02,1946,USD
2/25/25,North Dakota,3.53,337,USD
2/25/25,Vermont,2.72,202,USD
2/25/25,Iowa,10.45,1035,USD
2/25/25,New York,182.32,14668,USD
2/25/25,Unknown,394.77,32840,USD
2/25/25,Wyoming,3.22,258,USD
2/25/25,Virginia,74.51,5641,USD
2/25/25,Alabama,23.75,1767,USD
2/25/25,Wisconsin,30.93,2430,USD
2/25/25,Missouri,31.11,2430,USD
2/25/25,Delaware,8.7,499,USD
2/25/25,Alaska,4.21,269,USD
2/25/25,North Carolina,66.5,5292,USD
2/25/25,Maryland,67.73,4595,USD
2/25/25,Hawaii,9.78,590,USD
2/25/25,Illinois,106.88,8208,USD
2/25/25,Arkansas,11.62,904,USD
2/25/25,Montana,4.31,391,USD
2/25/25,Utah,29.37,2173,USD
2/24/25,Oklahoma,13.17,1115,USD
2/24/25,Colorado,42.38,3818,USD
2/24/25,Virginia,61.77,5753,USD
2/24/25,New York,154.86,14401,USD
2/24/25,Mississippi,8.56,756,USD
2/24/25,Ohio,54.35,5120,USD
2/24/25,West Virginia,4.46,476,USD
2/24/25,South Dakota,2.62,260,USD
2/24/25,Rhode Island,8.26,691,USD
2/24/25,Wisconsin,24.5,2250,USD
2/24/25,North Dakota,2.41,271,USD
2/24/25,Michigan,49.06,3699,USD
2/24/25,Alabama,17.83,1620,USD
2/24/25,Connecticut,34.33,2732,USD
2/24/25,Georgia,84.43,6572,USD
2/24/25,Oregon,20.47,1556,USD
2/24/25,Maryland,54.68,4829,USD
2/24/25,Texas,188.82,15343,USD
2/24/25,Tennessee,27.98,2595,USD
2/24/25,Wyoming,1.37,174,USD
2/24/25,New Hampshire,8.66,898,USD
2/24/25,Massachusetts,48.1,4832,USD
2/24/25,New Mexico,12.73,706,USD
2/24/25,Unknown,323.28,35150,USD
2/24/25,California,238.95,17155,USD
2/24/25,North Carolina,53.91,5118,USD
2/24/25,Illinois,89.45,7878,USD
2/24/25,Nebraska,6.56,759,USD
2/24/25,Idaho,5.22,609,USD
2/24/25,South Carolina,23.11,2258,USD
2/24/25,Arkansas,7.14,796,USD
2/24/25,Arizona,40,3231,USD
2/24/25,Florida,192.73,15734,USD
2/24/25,Nevada,23.56,1537,USD
2/24/25,New Jersey,81.98,7303,USD
2/24/25,Alaska,2,226,USD
2/24/25,Utah,22.56,1694,USD
2/24/25,Maine,5.67,489,USD
2/24/25,Pennsylvania,56.58,5477,USD
2/24/25,Washington,51.82,4062,USD
2/24/25,Vermont,3.4,234,USD
2/24/25,Hawaii,11.09,578,USD
2/24/25,Indiana,29.59,2579,USD
2/24/25,Louisiana,17.71,1535,USD
2/24/25,Montana,3.49,301,USD
2/24/25,Iowa,8.1,906,USD
2/24/25,Kansas,13.45,1205,USD
2/24/25,Minnesota,35.41,3305,USD
2/24/25,District of Columbia,9.5,928,USD
2/24/25,Kentucky,14.44,1453,USD
2/24/25,Delaware,8.01,495,USD
2/24/25,Missouri,23.43,2035,USD
2/23/25,Utah,24.32,893,USD
2/23/25,Michigan,50.25,2066,USD
2/23/25,Louisiana,20.47,815,USD
2/23/25,Nebraska,8.63,336,USD
2/23/25,Indiana,25.08,1198,USD
2/23/25,Hawaii,8.91,327,USD
2/23/25,California,262.44,10324,USD
2/23/25,New Hampshire,8.87,471,USD
2/23/25,North Carolina,56.55,2515,USD
2/23/25,Georgia,92.39,3521,USD
2/23/25,Unknown,380.12,17640,USD
2/23/25,Colorado,45.03,2092,USD
2/23/25,Massachusetts,49.64,2329,USD
2/23/25,Wisconsin,23.63,1145,USD
2/23/25,Ohio,48.53,2378,USD
2/23/25,Alaska,2.5,104,USD
2/23/25,Montana,3.43,136,USD
2/23/25,Washington,67.72,2451,USD
2/23/25,Delaware,5.44,257,USD
2/23/25,Vermont,3.3,122,USD
2/23/25,New York,158.29,7907,USD
2/23/25,Kentucky,13.82,727,USD
2/23/25,Texas,204.65,8866,USD
2/23/25,South Dakota,3,163,USD
2/23/25,Maryland,61.88,2551,USD
2/23/25,Oregon,21.94,969,USD
2/23/25,Pennsylvania,59.28,2957,USD
2/23/25,New Jersey,105.74,4252,USD
2/23/25,Virginia,59.95,2862,USD
2/23/25,Florida,177.64,8058,USD
2/23/25,New Mexico,9.49,363,USD
2/23/25,Arkansas,9.33,400,USD
2/23/25,Illinois,85.07,4224,USD
2/23/25,Kansas,12.71,673,USD
2/23/25,District of Columbia,8.43,332,USD
2/23/25,Tennessee,28.65,1223,USD
2/23/25,Minnesota,29.6,1731,USD
2/23/25,Connecticut,27.54,1467,USD
